date,day,month,year,cases,deaths,country,country_code,countryterritoryCode,popData2018,coronavirus,related_queries,trends_title,trends_traffic,cumsum_case,growth_rate
2020-01-30,30,1,2020,2,0,Australia,AU,AUS,24992369.0,20,,,,6,33.333333333333336
2020-01-29,29,1,2020,0,0,Australia,AU,AUS,24992369.0,20,,,,4,0.0
2020-01-28,28,1,2020,0,0,Australia,AU,AUS,24992369.0,21,,,,4,0.0
2020-01-27,27,1,2020,0,0,Australia,AU,AUS,24992369.0,19,,,,4,0.0
2020-01-26,26,1,2020,3,0,Australia,AU,AUS,24992369.0,17,,,,4,75.0
2020-01-25,25,1,2020,1,0,Australia,AU,AUS,24992369.0,20,,,,1,100.0
2020-01-24,24,1,2020,0,0,Australia,AU,AUS,24992369.0,6,,,,0,0.0
2020-01-23,23,1,2020,0,0,Australia,AU,AUS,24992369.0,4,,,,0,0.0
2020-01-22,22,1,2020,0,0,Australia,AU,AUS,24992369.0,3,,,,0,0.0
2020-01-21,21,1,2020,0,0,Australia,AU,AUS,24992369.0,4,,,,0,0.0
2020-01-20,20,1,2020,0,0,Australia,AU,AUS,24992369.0,1,,,,0,0.0
2020-01-19,19,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-18,18,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-17,17,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-16,16,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-15,15,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-14,14,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-13,13,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-12,12,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-11,11,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-10,10,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-09,9,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-08,8,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-07,7,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-06,6,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-05,5,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-04,4,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-03,3,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-02,2,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-01-01,1,1,2020,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2019-12-31,31,12,2019,0,0,Australia,AU,AUS,24992369.0,0,,,,0,0.0
2020-04-18,18,4,2020,1791,116,Canada,CA,CAN,37058856.0,42,,,,31872,5.619352409638554
2020-04-17,17,4,2020,1717,183,Canada,CA,CAN,37058856.0,39,,,,30081,5.707921944084306
2020-04-16,16,4,2020,1318,107,Canada,CA,CAN,37058856.0,39,,,,28364,4.646735298265407
2020-04-15,15,4,2020,1383,123,Canada,CA,CAN,37058856.0,42,,,,27046,5.1135103157583375
2020-04-14,14,4,2020,1298,63,Canada,CA,CAN,37058856.0,44,,,,25663,5.057865409344192
2020-04-13,13,4,2020,1064,64,Canada,CA,CAN,37058856.0,42,,,,24365,4.366919761953622
2020-04-12,12,4,2020,1168,84,Canada,CA,CAN,37058856.0,31,,,,23301,5.012660400841166
2020-04-11,11,4,2020,1385,60,Canada,CA,CAN,37058856.0,35,,,,22133,6.257624361812678
2020-04-10,10,4,2020,1474,74,Canada,CA,CAN,37058856.0,48,,,,20748,7.104299209562368
2020-04-09,9,4,2020,1391,55,Canada,CA,CAN,37058856.0,46,,,,19274,7.216976237418284
2020-04-08,8,4,2020,1230,57,Canada,CA,CAN,37058856.0,50,,,,17883,6.878040597215232
2020-04-07,7,4,2020,1157,43,Canada,CA,CAN,37058856.0,55,,,,16653,6.947697111631538
2020-04-06,6,4,2020,1614,49,Canada,CA,CAN,37058856.0,47,,,,15496,10.415591120289108
2020-04-05,5,4,2020,1363,44,Canada,CA,CAN,37058856.0,58,,,,13882,9.818469961100705
2020-04-04,4,4,2020,1251,49,Canada,CA,CAN,37058856.0,59,,,,12519,9.992810927390366
2020-04-03,3,4,2020,1673,29,Canada,CA,CAN,37058856.0,47,,,,11268,14.847355342563011
2020-04-02,2,4,2020,1059,13,Canada,CA,CAN,37058856.0,43,,,,9595,11.036998436685774
2020-04-01,1,4,2020,1112,7,Canada,CA,CAN,37058856.0,45,,,,8536,13.02717900656045
2020-03-31,31,3,2020,1169,28,Canada,CA,CAN,37058856.0,45,,,,7424,15.746228448275861
2020-03-30,30,3,2020,869,1,Canada,CA,CAN,37058856.0,47,,,,6255,13.892885691446843
2020-03-29,29,3,2020,711,7,Canada,CA,CAN,37058856.0,55,,,,5386,13.200891199405866
2020-03-28,28,3,2020,657,14,Canada,CA,CAN,37058856.0,56,,,,4675,14.053475935828876
2020-03-27,27,3,2020,633,4,Canada,CA,CAN,37058856.0,57,,,,4018,15.754106520657043
2020-03-26,26,3,2020,1426,8,Canada,CA,CAN,37058856.0,57,,,,3385,42.12703101920236
2020-03-25,25,3,2020,313,3,Canada,CA,CAN,37058856.0,60,,,,1959,15.97753956100051
2020-03-24,24,3,2020,216,4,Canada,CA,CAN,37058856.0,59,,,,1646,13.122721749696233
2020-03-23,23,3,2020,128,2,Canada,CA,CAN,37058856.0,65,,,,1430,8.951048951048952
2020-03-22,22,3,2020,331,6,Canada,CA,CAN,37058856.0,71,,,,1302,25.422427035330262
2020-03-21,21,3,2020,125,2,Canada,CA,CAN,37058856.0,69,,,,971,12.873326467559217
2020-03-20,20,3,2020,156,1,Canada,CA,CAN,37058856.0,68,,,,846,18.43971631205674
2020-03-19,19,3,2020,121,1,Canada,CA,CAN,37058856.0,74,,,,690,17.536231884057973
2020-03-18,18,3,2020,145,4,Canada,CA,CAN,37058856.0,79,,,,569,25.483304042179263
2020-03-17,17,3,2020,120,3,Canada,CA,CAN,37058856.0,80,,,,424,28.30188679245283
2020-03-16,16,3,2020,60,0,Canada,CA,CAN,37058856.0,86,,,,304,19.736842105263158
2020-03-15,15,3,2020,68,0,Canada,CA,CAN,37058856.0,81,,,,244,27.868852459016395
2020-03-14,14,3,2020,38,0,Canada,CA,CAN,37058856.0,78,,,,176,21.59090909090909
2020-03-13,13,3,2020,35,0,Canada,CA,CAN,37058856.0,99,"{0: 'lcbo closing coronavirus', 1: 'trudeau wife name', 2: 'coronavirus vaccine update', 3: 'uottawa coronavirus', 4: 'coronavirus newfoundland'}",,,138,25.36231884057971
2020-03-12,12,3,2020,10,0,Canada,CA,CAN,37058856.0,100,"{0: 'tom hanks coronavirus', 1: 'sophie trudeau coronavirus', 2: 'nba player with coronavirus', 3: 'nba players coronavirus', 4: 'can dogs get coronavirus'}",,,103,9.70873786407767
2020-03-11,11,3,2020,16,0,Canada,CA,CAN,37058856.0,48,,,,93,17.204301075268816
2020-03-10,10,3,2020,15,1,Canada,CA,CAN,37058856.0,35,,,,77,19.48051948051948
2020-03-09,9,3,2020,5,0,Canada,CA,CAN,37058856.0,31,,,,62,8.064516129032258
2020-03-08,8,3,2020,6,0,Canada,CA,CAN,37058856.0,26,,,,57,10.526315789473685
2020-03-07,7,3,2020,6,0,Canada,CA,CAN,37058856.0,26,,,,51,11.764705882352942
2020-03-06,6,3,2020,12,0,Canada,CA,CAN,37058856.0,27,,,,45,26.666666666666668
2020-03-05,5,3,2020,3,0,Canada,CA,CAN,37058856.0,23,,,,33,9.090909090909092
2020-03-04,4,3,2020,3,0,Canada,CA,CAN,37058856.0,19,,,,30,10.0
2020-03-03,3,3,2020,3,0,Canada,CA,CAN,37058856.0,19,,,,27,11.11111111111111
2020-03-02,2,3,2020,4,0,Canada,CA,CAN,37058856.0,20,,,,24,16.666666666666668
2020-03-01,1,3,2020,4,0,Canada,CA,CAN,37058856.0,17,,,,20,20.0
2020-02-29,29,2,2020,2,0,Canada,CA,CAN,37058856.0,18,,,,16,12.5
2020-02-28,28,2,2020,2,0,Canada,CA,CAN,37058856.0,18,,,,14,14.285714285714286
2020-02-27,27,2,2020,1,0,Canada,CA,CAN,37058856.0,16,,,,12,8.333333333333334
2020-02-26,26,2,2020,0,0,Canada,CA,CAN,37058856.0,15,,,,11,0.0
2020-02-25,25,2,2020,2,0,Canada,CA,CAN,37058856.0,13,,,,11,18.181818181818183
2020-02-24,24,2,2020,0,0,Canada,CA,CAN,37058856.0,11,,,,9,0.0
2020-02-23,23,2,2020,0,0,Canada,CA,CAN,37058856.0,7,,,,9,0.0
2020-02-22,22,2,2020,0,0,Canada,CA,CAN,37058856.0,6,,,,9,0.0
2020-02-21,21,2,2020,1,0,Canada,CA,CAN,37058856.0,5,,,,9,11.11111111111111
2020-02-20,20,2,2020,0,0,Canada,CA,CAN,37058856.0,5,,,,8,0.0
2020-02-19,19,2,2020,0,0,Canada,CA,CAN,37058856.0,5,,,,8,0.0
2020-02-18,18,2,2020,0,0,Canada,CA,CAN,37058856.0,5,,,,8,0.0
2020-02-17,17,2,2020,0,0,Canada,CA,CAN,37058856.0,5,,,,8,0.0
2020-02-16,16,2,2020,0,0,Canada,CA,CAN,37058856.0,6,,,,8,0.0
2020-02-15,15,2,2020,1,0,Canada,CA,CAN,37058856.0,6,,,,8,12.5
2020-02-14,14,2,2020,0,0,Canada,CA,CAN,37058856.0,6,,,,7,0.0
2020-02-13,13,2,2020,0,0,Canada,CA,CAN,37058856.0,8,,,,7,0.0
2020-02-12,12,2,2020,0,0,Canada,CA,CAN,37058856.0,7,,,,7,0.0
2020-02-11,11,2,2020,0,0,Canada,CA,CAN,37058856.0,8,,,,7,0.0
2020-02-10,10,2,2020,0,0,Canada,CA,CAN,37058856.0,9,,,,7,0.0
2020-02-09,9,2,2020,0,0,Canada,CA,CAN,37058856.0,9,,,,7,0.0
2020-02-08,8,2,2020,0,0,Canada,CA,CAN,37058856.0,10,,,,7,0.0
2020-02-07,7,2,2020,2,0,Canada,CA,CAN,37058856.0,11,,,,7,28.571428571428573
2020-02-06,6,2,2020,0,0,Canada,CA,CAN,37058856.0,10,,,,5,0.0
2020-02-05,5,2,2020,1,0,Canada,CA,CAN,37058856.0,10,,,,5,20.0
2020-02-04,4,2,2020,0,0,Canada,CA,CAN,37058856.0,10,,,,4,0.0
2020-02-03,3,2,2020,0,0,Canada,CA,CAN,37058856.0,10,,,,4,0.0
2020-02-02,2,2,2020,0,0,Canada,CA,CAN,37058856.0,11,,,,4,0.0
2020-02-01,1,2,2020,1,0,Canada,CA,CAN,37058856.0,13,,,,4,25.0
2020-01-31,31,1,2020,0,0,Canada,CA,CAN,37058856.0,19,,,,3,0.0
2020-01-30,30,1,2020,0,0,Canada,CA,CAN,37058856.0,22,,,,3,0.0
2020-01-29,29,1,2020,1,0,Canada,CA,CAN,37058856.0,22,,,,3,33.333333333333336
2020-01-28,28,1,2020,1,0,Canada,CA,CAN,37058856.0,25,,,,2,50.0
2020-01-27,27,1,2020,0,0,Canada,CA,CAN,37058856.0,21,,,,1,0.0
2020-01-26,26,1,2020,1,0,Canada,CA,CAN,37058856.0,22,,,,1,100.0
2020-01-25,25,1,2020,0,0,Canada,CA,CAN,37058856.0,15,,,,0,0.0
2020-01-24,24,1,2020,0,0,Canada,CA,CAN,37058856.0,10,,,,0,0.0
2020-01-23,23,1,2020,0,0,Canada,CA,CAN,37058856.0,7,,,,0,0.0
2020-01-22,22,1,2020,0,0,Canada,CA,CAN,37058856.0,5,,,,0,0.0
2020-01-21,21,1,2020,0,0,Canada,CA,CAN,37058856.0,3,,,,0,0.0
2020-01-20,20,1,2020,0,0,Canada,CA,CAN,37058856.0,1,,,,0,0.0
2020-01-19,19,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-18,18,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-17,17,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-16,16,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-15,15,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-14,14,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-13,13,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-12,12,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-11,11,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-10,10,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-09,9,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-08,8,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-07,7,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-06,6,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-05,5,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-04,4,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-03,3,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-02,2,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-01-01,1,1,2020,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2019-12-31,31,12,2019,0,0,Canada,CA,CAN,37058856.0,0,,,,0,0.0
2020-04-18,18,4,2020,709,44,Ireland,IE,IRL,4853506.0,42,,"{0: 'Thank you coronavirus helpers', 1: 'Global Citizen Together At Home', 2: ""Paul O'Connell"", 3: 'Joel Dommett', 4: 'Too Hot to Handle cast', 5: 'iPhone SE 2020', 6: 'Marks and spencer online', 7: 'Sergio', 8: 'Dwayne Johnson', 9: 'Normal People', 10: 'EuroMillions', 11: 'Niall Horan', 12: 'Andrew Cuomo', 13: 'Laura Ashley', 14: 'Frank Sinatra', 15: 'Detroit', 16: 'Nicole Scherzinger', 17: 'Eamonn Holmes', 18: 'Dr. Phil', 19: 'Alicia Silverstone'}","{0: '200K+', 1: '20K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+', 18: '1K+', 19: '1K+'}",13980,5.071530758226038
2020-04-17,17,4,2020,724,42,Ireland,IE,IRL,4853506.0,38,,"{0: 'Tony Holohan', 1: 'One World: Together At Home', 2: 'Too Hot to Handle Netflix', 3: 'Ricky Gervais', 4: 'Norman Hunter', 5: 'Remdesivir', 6: ""Danny O'Reilly"", 7: 'China coronavirus', 8: 'Phantom of the Opera', 9: 'Gerry Cinnamon: The Bonny', 10: 'Gangs of London', 11: 'Late Late Show guests', 12: 'Wuhan', 13: 'Fiona Apple', 14: 'Sleepers', 15: 'Timothée Chalamet', 16: '98fm', 17: 'Riverdale'}","{0: '10K+', 1: '10K+', 2: '10K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '5K+', 7: '5K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+'}",13271,5.455504483460176
2020-04-16,16,4,2020,1068,38,Ireland,IE,IRL,4853506.0,45,,"{0: 'Keelings', 1: 'HSE Covid map', 2: 'Brian Dennehy', 3: 'VHI', 4: 'Darragh Ennis The Chase', 5: 'Captain Tom Moore', 6: 'Howard Finkel', 7: 'Irish Life Health', 8: 'Ballybough', 9: 'National Horny Day', 10: 'Banksy', 11: 'Al Capone', 12: 'WWE releases', 13: 'Michigan'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '1K+', 10: '1K+', 11: '1K+', 12: '1K+', 13: '1K+'}",12547,8.511994899179086
2020-04-15,15,4,2020,832,41,Ireland,IE,IRL,4853506.0,41,,"{0: 'iPhone SE', 1: 'WWE', 2: 'Matt Damon', 3: 'Operation Transformation', 4: 'John Waters', 5: 'Michael Buble', 6: 'Hugh Grosvenor', 7: 'Warehouse', 8: 'Clare FM', 9: 'Hillsborough', 10: 'Wage subsidy scheme', 11: 'Devs', 12: 'Jacinda Ardern', 13: 'Amy Schumer', 14: 'Trump who', 15: 'The Great Depression', 16: 'Major Charles Ingram'}","{0: '20K+', 1: '5K+', 2: '5K+', 3: '5K+', 4: '5K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '1K+', 13: '1K+', 14: '1K+', 15: '1K+', 16: '1K+'}",11479,7.2480181200453
2020-04-14,14,4,2020,992,31,Ireland,IE,IRL,4853506.0,43,,"{0: 'Next', 1: 'NEXT Ireland online', 2: 'Oasis', 3: 'Mary Lou McDonald', 4: 'OnePlus', 5: 'EA servers', 6: 'Dune', 7: 'Graeme Souness', 8: 'Joe Biden', 9: 'Amanda Staveley', 10: 'Home of the Year 2020', 11: 'Prue Leith', 12: 'Next online', 13: 'Eamonn Holmes', 14: 'Gita Gopinath', 15: 'Rick May', 16: 'Andrew Cuomo', 17: 'Tamara Ecclestone', 18: 'Laura Whitmore', 19: 'Origin'}","{0: '10K+', 1: '10K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '1K+', 17: '1K+', 18: '1K+', 19: '1K+'}",10647,9.317178547947778
2020-04-13,13,4,2020,727,14,Ireland,IE,IRL,4853506.0,45,,"{0: 'Coronavirus', 1: 'Michael Collins', 2: 'Dolly Parton', 3: 'Charles Ingram', 4: 'China coronavirus', 5: 'Simon Harris', 6: 'Chernobyl', 7: 'ASTI', 8: 'Julia Roberts', 9: 'Bono', 10: 'Tony Maudsley', 11: 'Rochelle Humes'}","{0: '200K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '1K+', 10: '1K+', 11: '1K+'}",9655,7.529777317452098
2020-04-12,12,4,2020,839,33,Ireland,IE,IRL,4853506.0,33,,"{0: 'Andrea Bocelli', 1: 'Easter', 2: 'Happy Easter', 3: 'Matt Damon', 4: 'Tim Brooke-Taylor', 5: 'Stephen Hawking', 6: 'Passengers', 7: 'Lorraine Barry', 8: 'Stirling Moss', 9: 'Joel McHale', 10: 'Jeff Lowe nanny', 11: 'Easter parade', 12: 'Happy Easter images', 13: 'Peter Bonetti', 14: 'Easter Rising', 15: 'Killing Eve', 16: 'Happy Easter in Irish', 17: 'Neymar mother', 18: 'Chris Pratt', 19: 'Nicolas Roche'}","{0: '50K+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '2K+', 17: '2K+', 18: '2K+', 19: '2K+'}",8928,9.397401433691757
2020-04-11,11,4,2020,696,24,Ireland,IE,IRL,4853506.0,37,,"{0: 'Stephen Hawking', 1: 'Maya Jama', 2: 'Easter Bunny', 3: ""Sinead O'Connor"", 4: 'Aldi Easter opening hours', 5: 'Amanda Holden', 6: 'Krakatoa', 7: 'Priti Patel', 8: 'Code 8', 9: 'New York coronavirus', 10: 'Asymptomatic', 11: 'Shania Twain', 12: 'Jesus Christ Superstar'}","{0: '10K+', 1: '10K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '1K+', 12: '1K+'}",8089,8.604277413771788
2020-04-10,10,4,2020,1169,28,Ireland,IE,IRL,4853506.0,50,,"{0: 'Shine a light Ireland', 1: 'Leo Varadkar', 2: 'Junior Cert 2020', 3: 'Brendan Gleeson', 4: 'Kenny Dalglish', 5: 'Glen Hansard', 6: 'Love Wedding Repeat', 7: 'Fergus Gleeson', 8: 'Georgia Groome', 9: 'Rte news now', 10: 'Andrea Bocelli', 11: 'Domhnall Gleeson', 12: 'UFC 249', 13: 'Amy Huberman', 14: 'COVID-19 news', 15: 'Hart Island', 16: 'Happy Easter Images', 17: 'Good Friday 2020', 18: 'Is Good Friday a bank holiday', 19: 'Demi Moore'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '5K+', 17: '5K+', 18: '2K+', 19: '2K+'}",7393,15.81225483565535
2020-04-09,9,4,2020,515,25,Ireland,IE,IRL,4853506.0,48,,"{0: 'Debenhams', 1: 'Leaving Cert 2020', 2: 'Nike', 3: 'Good Friday', 4: 'Norah Gibbons', 5: 'Florence Pugh', 6: 'Happy Easter', 7: 'Lidl opening times', 8: 'Cavan General Hospital', 9: 'Google Stadia', 10: 'Chynna', 11: 'Linda Tripp', 12: 'Stephen Kenny', 13: 'Is there post on Good Friday', 14: 'The Great Depression', 15: 'Modern Family', 16: 'Jesy Nelson', 17: 'Rebecca Winckworth', 18: 'Dynamo', 19: 'AnnaSophia Robb'}","{0: '100K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+', 18: '1K+', 19: '1K+'}",6224,8.274421593830334
2020-04-08,8,4,2020,345,36,Ireland,IE,IRL,4853506.0,47,,"{0: 'John Prine', 1: 'Bernie Sanders', 2: 'The ACT', 3: 'Is snapchatdown', 4: 'Rachel Conway Sligo', 5: 'Alexandra Tolstoy', 6: 'Make me a drink', 7: 'Jack Dorsey', 8: 'Hatfield House', 9: 'Jimmy Greaves', 10: 'Fanacht', 11: 'Wuhan', 12: 'Garda', 13: 'Amber Heard', 14: 'Tofu', 15: 'Ronaldinho', 16: 'Spy Wednesday', 17: 'Hal Willner', 18: 'The Hatfield House'}","{0: '50K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+'}",5709,6.04308985811876
2020-04-07,7,4,2020,253,16,Ireland,IE,IRL,4853506.0,49,,"{0: 'Coronavirus', 1: ""Woodie's"", 2: 'Pink Moon 2020', 3: 'Ticketmaster', 4: 'PS5 controller', 5: 'The Script', 6: 'Carol Vorderman', 7: 'Transparent', 8: 'Valorant', 9: 'Kelly Brook', 10: 'David Icke', 11: 'Cardinal Pell', 12: 'James Drury', 13: ""Old Moore's Almanac"", 14: 'Easter Bunny', 15: 'Radomir Antic', 16: 'Michael Gove', 17: 'Quibi', 18: 'Maeve Kennedy', 19: 'Boris Johnson update'}","{0: '200K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+', 19: '1K+'}",5364,4.716629381058911
2020-04-06,6,4,2020,507,21,Ireland,IE,IRL,4853506.0,40,,"{0: 'Honor Blackman', 1: 'Pink Moon', 2: 'Jay Benedict', 3: 'Pep Guardiola', 4: 'Black The Ripper', 5: 'Duffy', 6: 'Adele', 7: 'Ezra Miller', 8: 'BCG', 9: 'Mary McPartlan', 10: 'Good Friday 2020', 11: 'UFC 249', 12: 'An Post Newspaper Delivery', 13: 'The Nest', 14: 'Maia Dunphy', 15: 'Tiger coronavirus', 16: 'Trolls 2'}","{0: '20K+', 1: '20K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+'}",5111,9.919780864801409
2020-04-05,5,4,2020,331,17,Ireland,IE,IRL,4853506.0,57,,"{0: 'Boris Johnson', 1: 'Leo Varadkar', 2: 'Queens speech', 3: 'Kyle Walker', 4: 'Carrie Symonds', 5: 'Contagion', 6: 'Palm Sunday', 7: 'Catherine Calderwood', 8: 'In the style', 9: 'Marianne Faithfull', 10: 'Lord Bath', 11: 'Hydroxychloroquine', 12: 'Kurt Cobain', 13: '2013 All-Ireland football final', 14: 'Prince Philip', 15: 'Reese Witherspoon', 16: 'Bee Gees', 17: 'The gift', 18: 'Charles Lieber', 19: 'Heath Ledger'}","{0: '200K+', 1: '20K+', 2: '20K+', 3: '10K+', 4: '10K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+', 18: '2K+', 19: '2K+'}",4604,7.1894005212858385
2020-04-04,4,4,2020,424,22,Ireland,IE,IRL,4853506.0,55,,"{0: 'Coronavirus tips', 1: 'Robbie Lawlor', 2: 'WrestleMania 36', 3: 'Mick McCarthy', 4: 'Keir Starmer', 5: 'Paddy Power', 6: ""Fiona O'Carroll"", 7: 'Furlough', 8: 'Matt Lucas', 9: 'Jacqueline Wilson', 10: 'Kathleen Kennedy Townsend', 11: 'Transparent', 12: 'Ivermectin', 13: 'Coffee and Kareem', 14: 'Pink', 15: 'The Script', 16: 'Orlando Bloom', 17: 'Vitamin D supplements', 18: 'ITV', 19: 'Four Kids And It'}","{0: '200K+', 1: '50K+', 2: '20K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '5K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+', 18: '1K+', 19: '1K+'}",4273,9.922770886964662
2020-04-03,3,4,2020,402,13,Ireland,IE,IRL,4853506.0,50,,"{0: 'Coronavirus', 1: 'Bill Withers', 2: 'Virtual Grand National', 3: 'Ronan Keating', 4: 'Gavin James', 5: 'EuroMillions results', 6: 'BCG vaccine', 7: 'Vitamin D', 8: 'Logan Williams', 9: 'Laura Whitmore', 10: 'Money Heist', 11: 'Tim Robinson', 12: 'Valorant', 13: 'Elton John', 14: 'Alan Kelly', 15: 'Cameron Blair', 16: 'Niall Horan', 17: 'Captain Crozier', 18: 'Jason Momoa', 19: 'EuroMillions results'}","{0: '200K+', 1: '50K+', 2: '20K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+', 18: '2K+', 19: '2K+'}",3849,10.44427123928293
